day,event,content,mental_state,personality
82,training,"Agent_b3042 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,curious
82,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
82,training,"Agent_b0cdc trained in the village: +1 health, +0 attack, +1 defense.",determined,aggressive
82,training,"Agent_a35f9 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,curious
82,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
82,dialogue,"Agent_1164b talks with Agent_19c44: ""The conversation takes place in the kitchen of Agent_1164b's home.""",N/A,N/A
82,training,"Agent_7d1ba trained in the village: +2 health, +1 attack, +1 defense.",hopeful,curious
82,training,"Agent_b32fa trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
82,rest,Agent_248d7 took time to rest and feels more at peace.,hopeful,cautious
82,intent,Agent_9e158 is preparing to fight the Entity.,determined,empathetic
82,intent,Agent_2ad13 is preparing to fight the Entity.,hopeful,brave
82,dialogue,"Agent_e957d talks with Agent_7d1ba: ""Agent_7d1ba: ""I'm so glad we met. I've been so scared for so long. I've been thinking about ways to survive, but I don't know what to do.""
Agent_e957d: ""I know what you mean. It's hard not to be afraid when your life is at stake. But we need to stay strong and keep fighting. We need to find a way to stop the Entity.""
Agent_7d1ba: ""What do you think we could do?""
Agent_e957d: ""We could try to gather as much information as we can about the Entity. We could try to find out""",N/A,N/A
82,dialogue,"Agent_9f46d talks with Agent_248d7: ""---""",N/A,N/A
82,dialogue,"Agent_cd3a2 talks with Agent_9f46d: ""Agent_cd3a2: ""I don't know what to do. I don't want to die, but I'm not sure how to stop the Entity.""
Agent_9f46d: ""I know what you mean, Agent_cd3a2. But we can't give up hope. We have to find a way to survive until we can figure out a way to stop the Entity.""
Agent_cd3a2: ""But what if we're not strong enough? What if we can't outsmart her?""
Agent_9f46d: ""We may not be able to outsmart her, but we can outlast her. We""",N/A,N/A
82,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
82,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
82,training,"Agent_c44a6 trained in the village: +2 health, +0 attack, +1 defense.",determined,cautious
82,rest,Agent_cdc70 took time to rest and feels more at peace.,determined,cautious
82,training,"Agent_f5759 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
82,rest,Agent_cca20 took time to rest and feels more at peace.,determined,curious
82,training,"Agent_19c44 trained in the village: +1 health, +0 attack, +1 defense.",determined,empathetic
82,dialogue,"Agent_5f8a9 talks with Agent_9f46d: ""---""",N/A,N/A
82,intent,Agent_bec91 is preparing to fight the Entity.,hopeful,empathetic
82,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
82,rest,Agent_56048 took time to rest and feels more at peace.,determined,curious
82,intent,Agent_814e6 is preparing to fight the Entity.,determined,brave
83,intent,Agent_18dda is preparing to fight the Entity.,hopeful,curious
83,training,"Agent_e7e63 trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic
83,intent,Agent_07080 is preparing to fight the Entity.,determined,brave
83,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
83,intent,Agent_fcca1 is preparing to fight the Entity.,determined,curious
83,dialogue,"Agent_da3ff talks with Agent_bec91: ""Agent_da3ff: Hey there, Agent_bec91. How's it going?""",N/A,N/A
83,training,"Agent_7077c trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic
83,training,"Agent_20512 trained in the village: +1 health, +1 attack, +0 defense.",determined,empathetic
83,rest,Agent_22c84 took time to rest and feels more at peace.,determined,curious
83,intent,Agent_b3042 is preparing to fight the Entity.,hopeful,curious
83,training,"Agent_a1e8a trained in the village: +2 health, +1 attack, +1 defense.",determined,aggressive
83,training,"Agent_b0cdc trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
83,intent,Agent_a35f9 is preparing to fight the Entity.,hopeful,curious
83,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
83,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
83,training,"Agent_7d1ba trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious
83,training,"Agent_b32fa trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
83,intent,Agent_248d7 is preparing to fight the Entity.,hopeful,cautious
83,training,"Agent_9e158 trained in the village: +2 health, +1 attack, +0 defense.",determined,empathetic
83,training,"Agent_2ad13 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
83,training,"Agent_e957d trained in the village: +2 health, +1 attack, +1 defense.",hopeful,cautious
83,dialogue,"Agent_9f46d talks with Agent_ac126: ""Agent_9f46d: Hi Agent_ac126, I just heard about the Entity. I hope you're okay.""",N/A,N/A
83,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
83,intent,Agent_e3fcf is preparing to fight the Entity.,determined,empathetic
83,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
83,training,"Agent_c44a6 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
83,intent,Agent_cdc70 is preparing to fight the Entity.,determined,cautious
83,training,"Agent_3d10e trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
83,training,"Agent_f5759 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,brave
83,rest,Agent_cca20 took time to rest and feels more at peace.,determined,curious
83,intent,Agent_19c44 is preparing to fight the Entity.,determined,empathetic
83,training,"Agent_bec91 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,empathetic
83,training,"Agent_65c82 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
83,dialogue,"Agent_56048 talks with Agent_cdc70: ""---""",N/A,N/A
83,intent,Agent_814e6 is preparing to fight the Entity.,determined,brave
84,training,"Agent_18dda trained in the village: +2 health, +0 attack, +1 defense.",hopeful,curious
84,intent,Agent_e7e63 is preparing to fight the Entity.,determined,empathetic
84,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
84,training,"Agent_07080 trained in the village: +1 health, +1 attack, +0 defense.",determined,brave
84,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
84,intent,Agent_fcca1 is preparing to fight the Entity.,determined,curious
84,rest,Agent_da3ff took time to rest and feels more at peace.,determined,empathetic
84,dialogue,"Agent_20512 talks with Agent_e7e63: ""Agent_20512: ""I know we're both terrified of the Entity, but we have to be smart about this. We need to come up with a plan to stop her.""""",N/A,N/A
84,dialogue,"Agent_22c84 talks with Agent_814e6: ""---""",N/A,N/A
84,training,"Agent_b3042 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,curious
84,intent,Agent_a1e8a is preparing to fight the Entity.,determined,aggressive
84,training,"Agent_b0cdc trained in the village: +2 health, +1 attack, +0 defense.",determined,aggressive
84,intent,Agent_a35f9 is preparing to fight the Entity.,hopeful,curious
84,intent,Agent_86364 is preparing to fight the Entity.,determined,brave
84,dialogue,"Agent_1164b talks with Agent_248d7: ""---""",N/A,N/A
84,intent,Agent_7d1ba is preparing to fight the Entity.,hopeful,curious
84,rest,Agent_b32fa took time to rest and feels more at peace.,determined,cautious
84,intent,Agent_9e158 is preparing to fight the Entity.,determined,empathetic
84,training,"Agent_2ad13 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,brave
84,training,"Agent_e957d trained in the village: +1 health, +0 attack, +0 defense.",hopeful,cautious
84,training,"Agent_9f46d trained in the village: +1 health, +0 attack, +1 defense.",hopeful,aggressive
84,rest,Agent_cd3a2 took time to rest and feels more at peace.,hopeful,curious
84,rest,Agent_e3fcf took time to rest and feels more at peace.,determined,empathetic
84,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
84,training,"Agent_c44a6 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
84,intent,Agent_cdc70 is preparing to fight the Entity.,determined,cautious
84,dialogue,"Agent_3d10e talks with Agent_cdc70: ""Agent_3d10e: ""Hey, Agent_cdc70. I've heard the news about the Entity. It's terrifying.""
Agent_cdc70: ""I know, Agent_3d10e. It's hard not to feel hopeless when so many people have already died.""
Agent_3d10e: ""Yeah, but we can't give up. We have to stay strong and find a way to survive.""
Agent_cdc70: ""I agree. We need to come up with a plan, and fast. Maybe we should start by gathering information about the Entity and her powers.""
Agent_3d""",N/A,N/A
84,intent,Agent_f5759 is preparing to fight the Entity.,hopeful,brave
84,rest,Agent_cca20 took time to rest and feels more at peace.,determined,curious
84,training,"Agent_19c44 trained in the village: +1 health, +1 attack, +1 defense.",determined,empathetic
84,rest,Agent_5f8a9 took time to rest and feels more at peace.,calm,curious
84,intent,Agent_bec91 is preparing to fight the Entity.,hopeful,empathetic
84,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
84,training,"Agent_56048 trained in the village: +2 health, +0 attack, +1 defense.",determined,curious
84,entity_attack,Entity killed Agent_9e158 while defending herself.,N/A,N/A
84,travel_to_entity,"Agent_18dda traveled to the Entity: -5 HP, +9 days.",anxious,curious
84,travel_to_entity,"Agent_da3ff traveled to the Entity: -6 HP, +6 days.",afraid,empathetic
84,travel_to_entity,"Agent_a35f9 traveled to the Entity: -6 HP, +6 days.",anxious,curious
84,travel_to_entity,"Agent_86364 traveled to the Entity: -8 HP, +6 days.",afraid,brave
84,travel_to_entity,"Agent_248d7 traveled to the Entity: -10 HP, +8 days.",afraid,cautious
84,travel_to_entity,"Agent_c44a6 traveled to the Entity: -12 HP, +10 days.",anxious,cautious
84,travel_to_entity,"Agent_65c82 traveled to the Entity: -10 HP, +9 days.",anxious,brave
84,travel_to_entity,"Agent_814e6 traveled to the Entity: -7 HP, +6 days.",afraid,brave
84,entity_defense,Entity killed Agent_18dda while defending herself.,N/A,N/A
85,dialogue,"Agent_dc6cb talks with Agent_20512: ""Agent_dc6cb: ""Hey, Agent_20512. I know we haven't talked in a while, but we need to figure out how to survive this.""""",anxious,curious
85,dialogue,"Agent_1164b talks with Agent_a1e8a: ""---""",afraid,curious
85,dialogue,"Agent_b32fa talks with Agent_e3fcf: ""---""",anxious,cautious
85,dialogue,"Agent_248d7 talks with Agent_5f8a9: ""---""",hopeful,cautious
85,dialogue,"Agent_f5759 talks with Agent_2ad13: ""Agent_f5759: Hey, Agent_2ad13. I'm feeling really anxious about the Entity.
Agent_2ad13: Yeah, me too. I can't sleep because I'm so worried.
Agent_f5759: I know. It's so hard to live in fear every day. But we have to be careful.
Agent_2ad13: I agree. We can't let our guard down, even for a second.
Agent_f5759: Absolutely. We need to find a way to protect ourselves and others.
Agent_2ad13: I agree. We should start by gathering""",afraid,brave
85,dialogue,"Agent_a1e8a talks with Agent_b3042: ""Agent_a1e8a: ""Listen, I'm scared. I can't shake this feeling that I'm running out of time. The Entity is getting closer and closer.""""",hopeful,aggressive
85,dialogue,"Agent_da3ff talks with Agent_22c84: ""---""",anxious,empathetic
85,dialogue,"Agent_19c44 talks with Agent_c44a6: ""Agent_19c44: (hesitates) I can't believe we're going to die... (pauses) I mean, I thought we had more time. I've been so scared lately.""",afraid,empathetic
85,dialogue,"Agent_b3042 talks with Agent_20512: ""---""",anxious,curious
85,dialogue,"Agent_65c82 talks with Agent_56048: ""---""",anxious,brave
85,dialogue,"Agent_cd3a2 talks with Agent_7077c: ""---""",determined,curious
85,dialogue,"Agent_814e6 talks with Agent_a1e8a: ""---""",determined,brave
85,dialogue,"Agent_09019 talks with Agent_c39e9: ""---""",hopeful,aggressive
85,dialogue,"Agent_20512 talks with Agent_ac126: ""Agent_20512: ""I'm afraid the Entity is coming for us soon. It's been a year, and the age threshold is decreasing by one each year. We can't let this happen.""""",afraid,empathetic
85,dialogue,"Agent_3d10e talks with Agent_7077c: ""---""",afraid,cautious
85,dialogue,"Agent_b0cdc talks with Agent_7077c: ""Agent_b0cdc: I know the Entity is coming, but I can't help feeling anxious. What do we do?""",anxious,aggressive
85,dialogue,"Agent_9f46d talks with Agent_19c44: ""Agent_9f46d:
Good morning, Agent.""",anxious,aggressive
85,dialogue,"Agent_5f8a9 talks with Agent_e3fcf: ""Agent_5f8a9: Hey, I've been thinking a lot about the Entity lately. It's getting harder and harder to stay alive. I feel like we're fighting a losing battle.""",determined,curious
85,dialogue,"Agent_7077c talks with Agent_fcca1: ""Agent_7077c: ""We need to leave this town and find a safer place. The Entity is getting closer, and we can't risk being caught.""""",hopeful,empathetic
85,dialogue,"Agent_2ad13 talks with Agent_7d1ba: ""---""",afraid,brave
85,dialogue,"Agent_22c84 talks with Agent_65c82: ""Agent_22c84: Hey, Agent_65c82, have you seen the news?""",anxious,curious
85,dialogue,"Agent_07080 talks with Agent_a1e8a: ""---""",hopeful,brave
85,dialogue,"Agent_fcca1 talks with Agent_814e6: ""---""",hopeful,curious
85,dialogue,"Agent_e7e63 talks with Agent_3d10e: ""Agent_e7e63: ""I know the Entity is getting closer. But we must not give up hope. There's still a chance for us to survive.""""",anxious,empathetic
85,dialogue,"Agent_cca20 talks with Agent_e957d: ""Agent_cca20: ""Hey, Agent. How's it going?""
Agent_e957d: ""Honestly, I'm a bit worried. The Entity seems to be getting closer and closer. I'm not sure how much longer we have.""
Agent_cca20: ""Yeah, I've been thinking the same thing. We need to come up with a plan. Maybe we should try to find out more about the Entity and what she wants from us.""
Agent_e957d: ""That sounds like a good idea. But where do we start? There's so much we don't know.""
Agent_cca20:""",anxious,curious
85,dialogue,"Agent_e3fcf talks with Agent_da3ff: ""---""",afraid,empathetic
85,dialogue,"Agent_86364 talks with Agent_248d7: ""Agent_86364: ""The Entity is getting closer. I've been tracking her movements and she's now within a 50-kilometer radius. I'm afraid of being painted. I don't want to be erased from existence forever.""""",hopeful,brave
85,dialogue,"Agent_bec91 talks with Agent_3d10e: ""Agent_bec91: I can't believe it's come to this. We've known for years that the Entity was coming, but it's finally here.""",afraid,empathetic
85,dialogue,"Agent_e957d talks with Agent_56048: ""Agent_e957d: Hey Agent_56048, what's up? You look worried.
Agent_56048: I'm scared, e957d. I know we're both under threat, but I can't help but feel that this time is different.
Agent_e957d: I understand, I'm anxious too. But we can't let fear take over. We need to focus on survival.
Agent_56048: You're right, we need to be strategic. Have you thought about anything lately?
Agent_e957d: I've been thinking about our skills and how""",afraid,cautious
85,dialogue,"Agent_cdc70 talks with Agent_86364: ""Agent_cdc70: ""I'm worried about this Entity thing. I don't know if we can survive it.""
Agent_86364: ""I understand your concern. It's a big threat, but we can't let fear overpower us. We need to be strategic and think about our survival.""""",hopeful,cautious
85,dialogue,"Agent_c39e9 talks with Agent_2ad13: ""---""",anxious,empathetic
85,dialogue,"Agent_7d1ba talks with Agent_5f8a9: ""Agent_7d1ba: ""I'm so scared, Agent_5f8a9. I don't know what to do. The Entity is getting closer and closer, and I'm afraid I'll be the next one to vanish. We need to do something, but I don't know what.""""",afraid,curious
85,dialogue,"Agent_56048 talks with Agent_7d1ba: ""Agent_56048: Agent_7d1ba, I've been thinking a lot about our situation lately. It seems like the Entity is getting closer and closer.""",determined,curious
85,dialogue,"Agent_ac126 talks with Agent_20512: ""---""",determined,cautious
85,dialogue,"Agent_a35f9 talks with Agent_c39e9: ""Agent_a35f9: I can't help but feel like we're not doing enough to fight this threat.""",determined,curious
85,dialogue,"Agent_c44a6 talks with Agent_86364: ""---""",determined,cautious
85,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
85,training,"Agent_b32fa trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
85,training,"Agent_248d7 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,cautious
85,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
85,intent,Agent_a1e8a is preparing to fight the Entity.,hopeful,aggressive
85,intent,Agent_da3ff is preparing to fight the Entity.,anxious,empathetic
85,intent,Agent_19c44 is preparing to fight the Entity.,afraid,empathetic
85,training,"Agent_b3042 trained in the village: +1 health, +1 attack, +0 defense.",determined,curious
85,dialogue,"Agent_65c82 talks with Agent_e3fcf: ""---""",N/A,N/A
85,training,"Agent_814e6 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
85,intent,Agent_20512 is preparing to fight the Entity.,afraid,empathetic
85,training,"Agent_3d10e trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
85,intent,Agent_b0cdc is preparing to fight the Entity.,anxious,aggressive
85,intent,Agent_7077c is preparing to fight the Entity.,hopeful,empathetic
85,training,"Agent_2ad13 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
85,training,"Agent_22c84 trained in the village: +2 health, +1 attack, +1 defense.",determined,curious
85,intent,Agent_07080 is preparing to fight the Entity.,hopeful,brave
85,intent,Agent_fcca1 is preparing to fight the Entity.,hopeful,curious
85,intent,Agent_e7e63 is preparing to fight the Entity.,anxious,empathetic
85,intent,Agent_cca20 is preparing to fight the Entity.,anxious,curious
85,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
85,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
85,training,"Agent_bec91 trained in the village: +1 health, +0 attack, +0 defense.",determined,empathetic
85,dialogue,"Agent_e957d talks with Agent_a1e8a: ""Agent_e957d: ""I can't believe this is happening. We're all going to die.""""",N/A,N/A
85,training,"Agent_cdc70 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,cautious
85,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
85,intent,Agent_7d1ba is preparing to fight the Entity.,afraid,curious
85,intent,Agent_56048 is preparing to fight the Entity.,determined,curious
85,training,"Agent_ac126 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
85,intent,Agent_a35f9 is preparing to fight the Entity.,determined,curious
85,intent,Agent_c44a6 is preparing to fight the Entity.,determined,cautious
86,dialogue,"Agent_e7e63 talks with Agent_07080: ""---""",N/A,N/A
86,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
86,intent,Agent_07080 is preparing to fight the Entity.,hopeful,brave
86,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +0 defense.",determined,cautious
86,training,"Agent_fcca1 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,curious
86,rest,Agent_da3ff took time to rest and feels more at peace.,calm,empathetic
86,training,"Agent_7077c trained in the village: +2 health, +0 attack, +0 defense.",hopeful,empathetic
86,intent,Agent_20512 is preparing to fight the Entity.,afraid,empathetic
86,training,"Agent_22c84 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
86,intent,Agent_09019 is preparing to fight the Entity.,hopeful,aggressive
86,dialogue,"Agent_b3042 talks with Agent_e3fcf: ""Agent_b3042: I'm glad you're here. I've been thinking a lot about this Entity lately.""",N/A,N/A
86,training,"Agent_a1e8a trained in the village: +1 health, +1 attack, +1 defense.",hopeful,aggressive
86,intent,Agent_b0cdc is preparing to fight the Entity.,anxious,aggressive
86,training,"Agent_a35f9 trained in the village: +1 health, +1 attack, +1 defense.",determined,curious
86,training,"Agent_86364 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
86,rest,Agent_1164b took time to rest and feels more at peace.,calm,curious
86,intent,Agent_7d1ba is preparing to fight the Entity.,afraid,curious
86,training,"Agent_2ad13 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
86,intent,Agent_9f46d is preparing to fight the Entity.,anxious,aggressive
86,intent,Agent_e3fcf is preparing to fight the Entity.,calm,empathetic
86,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
86,training,"Agent_c44a6 trained in the village: +1 health, +1 attack, +1 defense.",determined,cautious
86,rest,Agent_cdc70 took time to rest and feels more at peace.,hopeful,cautious
86,dialogue,"Agent_3d10e talks with Agent_56048: ""---""",N/A,N/A
86,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
86,dialogue,"Agent_cca20 talks with Agent_fcca1: ""Agent_cca20: ""I heard the Entity is going to erase everyone over 99 years old this year. What are we going to do?""""",N/A,N/A
86,training,"Agent_19c44 trained in the village: +2 health, +1 attack, +1 defense.",determined,empathetic
86,rest,Agent_5f8a9 took time to rest and feels more at peace.,determined,curious
86,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
86,training,"Agent_65c82 trained in the village: +2 health, +0 attack, +1 defense.",determined,brave
86,training,"Agent_56048 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
86,training,"Agent_814e6 trained in the village: +2 health, +0 attack, +0 defense.",determined,brave
87,intent,Agent_e7e63 is preparing to fight the Entity.,hopeful,empathetic
87,intent,Agent_07080 is preparing to fight the Entity.,hopeful,brave
87,training,"Agent_ac126 trained in the village: +1 health, +0 attack, +1 defense.",determined,cautious
87,training,"Agent_fcca1 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,curious
87,dialogue,"Agent_da3ff talks with Agent_c39e9: ""Agent_da3ff: ""I'm glad we met, Agent_c39e9. It's been tough for us lately, with the Entity lurking around every corner.""
Agent_c39e9: ""Yes, Agent_da3ff. The threat of the Entity is becoming more imminent with each passing year. It's hard to know what to do or how to protect ourselves.""
Agent_da3ff: ""I agree. But we must not let fear take over. We have to stay strong and keep fighting for our survival.""
Agent_c39e9: ""I couldn't agree more. We need to find a way to stop""",N/A,N/A
87,training,"Agent_7077c trained in the village: +2 health, +1 attack, +1 defense.",hopeful,empathetic
87,dialogue,"Agent_20512 talks with Agent_07080: ""---""",N/A,N/A
87,intent,Agent_22c84 is preparing to fight the Entity.,determined,curious
87,dialogue,"Agent_09019 talks with Agent_a35f9: ""Agent_09019: Hey, Agent_a35f9, do you have any idea how we're going to survive this year?""",N/A,N/A
87,training,"Agent_b3042 trained in the village: +2 health, +0 attack, +0 defense.",determined,curious
87,training,"Agent_a1e8a trained in the village: +2 health, +0 attack, +1 defense.",hopeful,aggressive
87,training,"Agent_b0cdc trained in the village: +1 health, +0 attack, +1 defense.",determined,aggressive
87,training,"Agent_a35f9 trained in the village: +2 health, +1 attack, +0 defense.",determined,curious
87,training,"Agent_86364 trained in the village: +2 health, +0 attack, +1 defense.",hopeful,brave
87,dialogue,"Agent_1164b talks with Agent_cdc70: ""Agent_1164b: Hey cdc70, what's up?
Agent_cdc70: Not much, just trying to stay alive. I've been thinking a lot about the Entity lately. It's getting harder and harder to think about anything else.
Agent_1164b: Yeah, I know what you mean. It's hard to focus on anything else when you're constantly worried about your own survival. But we need to try and stay positive, even if it's just a little bit.
Agent_cdc70: I agree, but it's hard to see any hope. I feel like we're all just waiting for""",N/A,N/A
87,intent,Agent_7d1ba is preparing to fight the Entity.,afraid,curious
87,dialogue,"Agent_248d7 talks with Agent_19c44: ""---""",N/A,N/A
87,intent,Agent_2ad13 is preparing to fight the Entity.,determined,brave
87,rest,Agent_e957d took time to rest and feels more at peace.,hopeful,cautious
87,intent,Agent_9f46d is preparing to fight the Entity.,anxious,aggressive
87,intent,Agent_cd3a2 is preparing to fight the Entity.,determined,curious
87,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
87,dialogue,"Agent_c39e9 talks with Agent_7077c: ""---""",N/A,N/A
87,intent,Agent_c44a6 is preparing to fight the Entity.,determined,cautious
87,training,"Agent_cdc70 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious
87,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
87,intent,Agent_cca20 is preparing to fight the Entity.,hopeful,curious
87,training,"Agent_19c44 trained in the village: +2 health, +0 attack, +1 defense.",determined,empathetic
87,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
87,intent,Agent_65c82 is preparing to fight the Entity.,determined,brave
87,intent,Agent_56048 is preparing to fight the Entity.,determined,curious
87,intent,Agent_814e6 is preparing to fight the Entity.,determined,brave
88,intent,Agent_e7e63 is preparing to fight the Entity.,hopeful,empathetic
88,training,"Agent_07080 trained in the village: +2 health, +0 attack, +0 defense.",hopeful,brave
88,training,"Agent_ac126 trained in the village: +2 health, +1 attack, +0 defense.",determined,cautious
88,training,"Agent_fcca1 trained in the village: +2 health, +1 attack, +1 defense.",hopeful,curious
88,rest,Agent_7077c took time to rest and feels more at peace.,hopeful,empathetic
88,dialogue,"Agent_20512 talks with Agent_b0cdc: ""---""",N/A,N/A
88,dialogue,"Agent_22c84 talks with Agent_a35f9: ""---""",N/A,N/A
88,rest,Agent_09019 took time to rest and feels more at peace.,hopeful,aggressive
88,intent,Agent_b3042 is preparing to fight the Entity.,determined,curious
88,training,"Agent_a35f9 trained in the village: +1 health, +0 attack, +0 defense.",determined,curious
88,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
88,rest,Agent_1164b took time to rest and feels more at peace.,hopeful,curious
88,intent,Agent_7d1ba is preparing to fight the Entity.,afraid,curious
88,intent,Agent_b32fa is preparing to fight the Entity.,determined,cautious
88,training,"Agent_248d7 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,cautious
88,intent,Agent_2ad13 is preparing to fight the Entity.,determined,brave
88,intent,Agent_9f46d is preparing to fight the Entity.,anxious,aggressive
88,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
88,intent,Agent_e3fcf is preparing to fight the Entity.,calm,empathetic
88,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
88,intent,Agent_c44a6 is preparing to fight the Entity.,determined,cautious
88,training,"Agent_cdc70 trained in the village: +2 health, +1 attack, +0 defense.",hopeful,cautious
88,rest,Agent_f5759 took time to rest and feels more at peace.,calm,brave
88,training,"Agent_cca20 trained in the village: +1 health, +0 attack, +0 defense.",hopeful,curious
88,intent,Agent_19c44 is preparing to fight the Entity.,determined,empathetic
88,dialogue,"Agent_5f8a9 talks with Agent_20512: ""Agent_5f8a9: Agent_20512, have you seen anything strange lately?""",N/A,N/A
88,intent,Agent_bec91 is preparing to fight the Entity.,determined,empathetic
88,training,"Agent_65c82 trained in the village: +1 health, +0 attack, +0 defense.",determined,brave
88,intent,Agent_56048 is preparing to fight the Entity.,determined,curious
88,intent,Agent_814e6 is preparing to fight the Entity.,determined,brave
89,training,"Agent_e7e63 trained in the village: +1 health, +0 attack, +1 defense.",hopeful,empathetic
89,rest,Agent_dc6cb took time to rest and feels more at peace.,calm,curious
89,training,"Agent_07080 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,brave
89,training,"Agent_ac126 trained in the village: +2 health, +0 attack, +0 defense.",determined,cautious
89,training,"Agent_fcca1 trained in the village: +1 health, +1 attack, +0 defense.",hopeful,curious
89,training,"Agent_7077c trained in the village: +2 health, +1 attack, +1 defense.",hopeful,empathetic
89,intent,Agent_20512 is preparing to fight the Entity.,hopeful,empathetic
89,intent,Agent_22c84 is preparing to fight the Entity.,determined,curious
89,intent,Agent_09019 is preparing to fight the Entity.,hopeful,aggressive
89,intent,Agent_b3042 is preparing to fight the Entity.,determined,curious
89,dialogue,"Agent_a1e8a talks with Agent_7077c: ""---""",N/A,N/A
89,training,"Agent_b0cdc trained in the village: +1 health, +0 attack, +0 defense.",determined,aggressive
89,intent,Agent_a35f9 is preparing to fight the Entity.,determined,curious
89,intent,Agent_86364 is preparing to fight the Entity.,hopeful,brave
89,dialogue,"Agent_1164b talks with Agent_ac126: ""---""",N/A,N/A
89,intent,Agent_7d1ba is preparing to fight the Entity.,afraid,curious
89,intent,Agent_b32fa is preparing to fight the Entity.,determined,cautious
89,dialogue,"Agent_248d7 talks with Agent_22c84: ""---""",N/A,N/A
89,intent,Agent_2ad13 is preparing to fight the Entity.,determined,brave
89,intent,Agent_e957d is preparing to fight the Entity.,hopeful,cautious
89,intent,Agent_9f46d is preparing to fight the Entity.,anxious,aggressive
89,rest,Agent_cd3a2 took time to rest and feels more at peace.,determined,curious
89,rest,Agent_e3fcf took time to rest and feels more at peace.,calm,empathetic
89,rest,Agent_c39e9 took time to rest and feels more at peace.,calm,empathetic
89,intent,Agent_c44a6 is preparing to fight the Entity.,determined,cautious
89,training,"Agent_f5759 trained in the village: +2 health, +1 attack, +1 defense.",determined,brave
89,rest,Agent_cca20 took time to rest and feels more at peace.,hopeful,curious
